PassengerId,Survived,Passenger Class,Sex,Siblings,Parent/Child,Fare,Age,Hometown,Boarded,Destination
258,1.0,1,female,0,0,86.5,30.0,"London, England, UK",Southampton,"Vancouver, British Columbia, Canada"
259,1.0,1,female,0,0,512.3292,38.0,"Germantown, Pennsylvania, US",Cherbourg,"Germantown, Pennsylvania, US"
260,1.0,2,female,0,1,26.0,60.0,"Woodford County, Kentucky, US",Southampton,"Woodford County, Kentucky, US"
261,0.0,3,male,0,0,7.75,26.0,"Caltra, Galway, Ireland",Queenstown,"Hammond, Indiana, US"
262,1.0,3,male,4,2,31.3875,3.0,"Alseda, Småland, Sweden",Southampton,"Worcester, Massachusetts, US"
263,0.0,1,male,1,1,79.65,52.0,"New York, New York, US",Southampton,"New York, New York, US"
264,0.0,1,male,0,0,0.0,45.0,"Wallasey, Merseyside, England, UK",Southampton,"New York, New York, US"
265,0.0,3,female,0,0,7.75,23.0,"Clonown, Roscommon, Ireland",Queenstown,"Boston, Massachusetts, US"
266,0.0,2,male,0,0,10.5,36.0,"Slinfold, West Sussex, England",Southampton,New York City
267,0.0,3,male,4,1,39.6875,16.0,"Ylihärmä, South Ostrobothnia, Finland",Southampton,"Coal Center, Pennsylvania, US"
268,1.0,3,male,1,0,7.775,25.0,"Stockholm, Uppland, Sweden",Southampton,"Indianapolis, Indiana, US"
269,1.0,1,female,0,1,153.4625,59.0,"Greenwich, Connecticut, US",Southampton,"Greenwich, Connecticut, US"
270,1.0,1,female,0,0,135.6333,39.0,"New York, New York, US",Cherbourg,"New York, New York, US"
271,0.0,1,male,0,0,31.0,28.0,"Bryn Mawr, Pennsylvania, US",Southampton,"Bryn Mawr, Pennsylvania, US"
272,1.0,3,male,0,0,0.0,25.0,"Sundbyberg, Sweden",Southampton,New York City
273,1.0,2,female,0,1,19.5,41.0,"Wimbledon, London, England",Southampton,"Bennington, Vermont, US"
274,0.0,1,male,0,1,29.7,36.0,"Brooklyn, New York, US",Cherbourg,"Brooklyn, New York, US"
275,1.0,3,female,0,0,7.75,29.0,"Athenry, Galway, Ireland",Queenstown,New York City
276,1.0,1,female,1,0,77.9583,62.0,"Hudson, New York, US",Cherbourg,"Hudson, New York, US"
277,0.0,3,female,0,0,7.75,45.0,"Stockholm, Sweden",Southampton,"Stratford, Connecticut, US"
278,0.0,2,male,0,0,0.0,18.0,"Belfast, Ireland",Belfast,New York City
279,0.0,3,male,4,1,29.125,7.0,"Athlone, Westmeath, Ireland",Queenstown,"Spokane, Washington, US"
280,1.0,3,female,1,1,20.25,39.0,"East Providence, Rhode Island, US",Southampton,"East Providence, Rhode Island, US"
281,0.0,3,male,0,0,7.75,65.0,"Bunmahon, Waterford, Ireland",Queenstown,"Morris Plains, New Jersey, US"
282,0.0,3,male,0,0,7.8542,28.0,"Eslöv, Skåne, Sweden",Southampton,New York City
283,0.0,3,male,0,0,9.5,16.0,"Heldergem, Haaltert, East Flanders, Belgium",Southampton,"Gladstone, Michigan, US"
284,1.0,3,male,0,0,8.05,18.0,"Liss, Hampshire, England",Southampton,"Oglesby, Illinois, US"
285,0.0,1,male,0,0,26.0,57.0,"Streatham, London, England, UK",Southampton,"New York, New York, US"
286,0.0,3,male,0,0,8.6625,33.0,"Galdovo, Croatia",Cherbourg,New York City
287,1.0,3,male,0,0,9.5,36.0,"Aspelare, East Flanders, Belgium",Southampton,"Detroit, Michigan, US"
288,0.0,3,male,0,0,7.8958,22.0,"Gumostnik, Lovech, Bulgaria",Southampton,"Chicago, Illinois, US"
289,1.0,2,male,0,0,13.0,41.0,"Tokyo, Japan",Southampton,"Tokyo, Japan"
290,1.0,3,female,0,0,7.75,22.0,"Cortrasna, Cavan, Ireland",Queenstown,New York City
291,1.0,1,female,0,0,78.85,26.0,"London, England, UK",Southampton,"New York, New York, US"
292,1.0,1,female,1,0,91.0792,19.0,"Dowagiac, Michigan, US",Cherbourg,"Dowagiac, Michigan, US"
293,0.0,2,male,0,0,12.875,36.0,"Montreal, Quebec, Canada",Cherbourg,"Montreal, Quebec, Canada"
294,0.0,3,female,0,0,8.85,24.0,"Altdorf, Uri, Switzerland",Southampton,"Chicago, Illinois, US"
295,0.0,3,male,0,0,7.8958,24.0,"Unknown, Bulgaria",Southampton,"Coon Rapids, Iowa, US"
296,0.0,1,male,0,0,27.7208,31.0,"Chicago, Illinois, US",Cherbourg,"Chicago, Illinois, US"
297,0.0,3,male,0,0,7.2292,35.0,"Kfar Mechi, Syria",Cherbourg,"Ottawa, Ontario, Canada"
298,0.0,1,female,1,2,151.55,2.0,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada"
299,1.0,1,male,0,0,30.5,47.0,"Manchester, England, UK",Southampton,"New York, New York, US"
300,1.0,1,female,0,1,247.5208,50.0,"Montreal, Quebec, Canada",Cherbourg,"Montreal, Quebec, Canada"
301,1.0,3,female,0,0,7.75,20.0,"Cuilmullagh, Mayo, Ireland",Queenstown,"Chicago, Illinois, US"
302,1.0,3,male,2,0,23.25,24.0,"Carrickatane, Tyrone, Ireland",Queenstown,"Brooklyn, New York, US"
303,0.0,3,male,0,0,0.0,19.0,"Hawthorne, New Jersey, US",Southampton,New York City
304,1.0,2,female,0,0,12.35,46.0,"Castleconnell, Limerick, Ireland[note 1]",Queenstown,"Harrisburg, Pennsylvania, US"
305,0.0,3,male,0,0,8.05,28.0,"Guernsey, Channel Islands, Channel Islands",Southampton,New York City
306,1.0,1,male,1,2,151.55,0.92,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada"
307,1.0,1,female,0,0,110.8833,42.0,"Haverford, Pennsylvania, US",Cherbourg,"Haverford, Pennsylvania, US"
308,1.0,1,female,1,0,108.9,22.0,"Madrid, Spain",Cherbourg,"New York, New York, US"
309,0.0,2,male,1,0,24.0,30.0,Russia,Cherbourg,"New York, New York, US"
310,1.0,1,female,0,0,56.9292,31.0,"London, England, UK",Cherbourg,"New York, New York, US"
311,1.0,1,female,0,0,83.1583,24.0,"New York, New York, US",Cherbourg,"New York, New York, US"
312,1.0,1,female,2,2,262.375,18.0,"Cooperstown, New York, US",Cherbourg,"Cooperstown, New York, US"
313,0.0,2,female,1,1,26.0,26.0,"Minneapolis, Minnesota, US",Southampton,"Minneapolis, Minnesota, US"
314,0.0,3,male,0,0,7.8958,28.0,"Vagovina, Croatia",Southampton,"Harrisburg, Pennsylvania, US"
315,0.0,2,male,1,1,26.25,47.0,"Ilford, Essex, England",Southampton,"Winnipeg, Manitoba, Canada"
316,1.0,3,female,0,0,7.8542,26.0,"Ramkvilla, Småland, Sweden",Southampton,"Joliet, Illinois, US"
317,1.0,2,female,1,0,26.0,24.0,"Vitebsk, Russian Empire",Southampton,"Bronx, New York, US"
318,0.0,2,male,0,0,14.0,54.0,"Frankfort, Kentucky, US",Southampton,"Frankfort, Kentucky, US"
319,1.0,1,female,0,2,164.8667,31.0,"Youngstown, Ohio, US",Southampton,"Youngstown, Ohio, US"
320,1.0,1,female,1,1,134.5,39.0,"Tuxedo Park, New York, US",Cherbourg,"Tuxedo Park, New York, US"
321,0.0,3,male,0,0,7.25,22.0,"Week St Mary, Cornwall, England",Southampton,"Saskatoon, Saskatchewan, Canada"
322,0.0,3,male,0,0,7.8958,27.0,"Unknown, Bulgaria",Southampton,"Chicago, Illinois, US"
323,1.0,2,female,0,0,12.35,30.0,"Halifax, Nova Scotia, Canada",Queenstown,"Vancouver, British Columbia, Canada"
324,1.0,2,female,1,1,29.0,28.0,"Bangkok, Siam",Southampton,"Roseville, Illinois, US"
325,0.0,3,male,8,2,69.55,19.0,"Peterborough, Cambridgeshire, England",Southampton,"Jacksonville, Florida, US"
326,1.0,1,female,0,0,135.6333,36.0,"New York, New York, US",Cherbourg,"New York, New York, US"
327,0.0,3,male,0,0,6.2375,61.0,"Øyer, Norway",Southampton,"Grand Forks, North Dakota, US"
328,1.0,2,female,0,0,13.0,36.0,"Bristol, Avon, England",Southampton,"Jacksonville, Florida, US"
329,1.0,3,female,1,1,20.525,31.0,"Strood, Kent, England",Southampton,"Detroit, Michigan, US"
330,1.0,1,female,0,1,57.9792,17.0,"Chicago, Illinois, US",Cherbourg,"Chicago, Illinois, US"
331,1.0,3,female,2,0,23.25,29.0,"Carrickatane, Tyrone, Ireland",Queenstown,"Brooklyn, New York, US"
332,0.0,1,male,0,0,28.5,40.0,"Tolworth, London, England, UK",Southampton,"Toronto, Ontario, Canada"
333,0.0,1,male,0,1,153.4625,38.0,"Winnipeg, Manitoba, Canada",Southampton,"Winnipeg, Manitoba, Canada"
334,0.0,3,male,2,0,18.0,15.0,"Zwevezele, Belgium",Southampton,"Fremont, Ohio, US"
335,1.0,1,female,1,0,133.65,42.0,"London, England, UK",Southampton,"New York, New York, US"
336,0.0,3,male,0,0,7.8958,30.0,"Unknown, Bulgaria",Southampton,"Coon Rapids, Iowa, US"
337,0.0,1,male,1,0,66.6,29.0,"Isleworth, London, England, UK",Southampton,"New York, New York, US"
338,1.0,1,female,0,0,134.5,41.0,"Tuxedo Park, New York, US",Cherbourg,"Tuxedo Park, New York, US"
339,1.0,3,male,0,0,8.05,45.0,"Adelaide, South Australia, Australia",Southampton,"Fingal, North Dakota, US"
340,0.0,1,male,0,0,35.5,45.0,"Trenton, New Jersey, US",Southampton,"Trenton, New Jersey, US"
341,1.0,2,male,1,1,26.0,2.0,"Nice, France",Southampton,New York City
342,1.0,1,female,3,2,263.0,24.0,"Winnipeg, Manitoba, Canada",Southampton,"Winnipeg, Manitoba, Canada"
343,0.0,2,male,0,0,13.0,27.0,"Helsinki, Finland, Russian Empire[note 6]",Southampton,"Ashtabula, Ohio, US"
344,0.0,2,male,0,0,13.0,25.0,"Liverpool, Merseyside, England",Southampton,"Minatitlán, Veracruz, Mexico"
345,0.0,2,male,0,0,13.0,38.0,"Rochester, New York, US",Southampton,"Rochester, New York, US"
346,1.0,2,female,0,0,13.0,18.0,"London, England, UK",Southampton,"Montreal, Quebec, Canada"
347,1.0,2,female,0,0,13.0,39.0,"Basingstoke, Hampshire, England",Southampton,"Washington, DC US"
348,1.0,3,female,1,0,16.1,,,,
349,1.0,3,male,1,1,15.9,9.0,"London, England",Southampton,"Brooklyn, New York, US"
350,0.0,3,male,0,0,8.6625,42.0,"Ostrovica, Croatia",Southampton,"Red Lodge, Montana, US"
351,0.0,3,male,0,0,9.225,23.0,"Örsjö, Kalmar, Sweden",Southampton,"Peoria, Illinois, US"
352,0.0,1,male,0,0,35.0,43.0,"London, England, UK",Southampton,"Newark, New Jersey, US"
353,0.0,3,male,1,1,7.2292,17.0,"Kafr Mishki, Lebanon",Cherbourg,"Ottawa, Ontario, Canada"
354,0.0,3,male,1,0,17.8,25.0,"Altdorf, Uri, Switzerland",Southampton,"New Glarus, Wisconsin, US"
355,0.0,3,male,0,0,7.225,25.0,"Tebnin, Lebanon",Cherbourg,New York City
356,0.0,3,male,0,0,9.5,28.0,"Haaltert, Belgium",Southampton,New York City
357,1.0,1,female,0,1,55.0,22.0,"St Leonards-on-Sea, East Sussex, England, UK",Southampton,"New York, New York, US"
358,0.0,2,female,0,0,13.0,38.0,"Janjgir-Champa, British India, UK[note 3]",Southampton,"Bally, Pennsylvania, US"
359,1.0,3,female,0,0,7.8792,22.0,"Corlough, Cavan, Ireland",Queenstown,New York City
360,1.0,3,female,0,0,7.8792,23.0,"Currafarry, Galway, Ireland",Queenstown,New York City
361,0.0,3,male,1,4,27.9,40.0,"Hällekis, Västergötland, Sweden",Southampton,"Iron Mountain, Michigan, US"
362,0.0,2,male,1,0,27.7208,29.0,"Montecarlo, Lucca, Tuscany, Italy",Cherbourg,"Chicago, Illinois, US"
363,0.0,3,female,0,1,14.4542,45.0,"Kafr Mishki, Lebanon",Cherbourg,"Ottawa, Ontario, Canada"
364,0.0,3,male,0,0,7.05,35.0,"Buenos Aires, Argentina",Southampton,New York City
365,0.0,3,male,1,0,15.5,27.0,"Pallasgreen, Limerick, Ireland",Queenstown,"Chicago, Illinois, US"
366,0.0,3,male,0,0,7.25,30.0,"Asarum, Småland, Sweden",Southampton,"Brooklyn, New York, US"
367,1.0,1,female,1,0,75.25,60.0,"Portland, Oregon, US",Cherbourg,"Portland, Oregon, US"
368,1.0,3,female,0,0,7.2292,35.0,"Hardîne, Lebanon",Cherbourg,"Wilkes-Barre, Pennsylvania, US"
369,1.0,3,female,0,0,7.75,26.0,"Ballydehob, Cork, Ireland",Queenstown,"East Lynn, Massachusetts, US"
370,1.0,1,female,0,0,69.3,24.0,"Paris, France",Cherbourg,"New York, New York, US"
371,1.0,1,male,1,0,55.4417,25.0,"New York, New York, US",Cherbourg,"New York, New York, US"
372,0.0,3,male,1,0,6.4958,18.0,"Vaasa, Finland",Southampton,"Montreal, Quebec, Canada"
373,0.0,3,male,0,0,8.05,18.0,"Fillingham, Lincolnshire, England",Southampton,"Russell, US"
374,0.0,1,male,0,0,135.6333,22.0,"New York, New York, US",Cherbourg,"New York, New York, US"
375,0.0,3,female,3,1,21.075,3.0,"Bjuv, Skåne, Sweden",Southampton,"Chicago, Illinois, US"
376,1.0,1,female,1,0,82.1708,25.0,"New York, New York, US",Cherbourg,"New York, New York, US"
377,1.0,3,female,0,0,7.25,22.0,"Karlshamn, Blekinge, Sweden",Southampton,New York City
378,0.0,1,male,0,2,211.5,27.0,"Philadelphia, Pennsylvania, US",Southampton,"Philadelphia, Pennsylvania, US"
379,0.0,3,male,0,0,4.0125,20.0,"Zgharta, Lebanon",Cherbourg,"Waterbury, Connecticut, US"
380,0.0,3,male,0,0,7.775,19.0,"Myren, Synnerby, Västergötland, Sweden",Southampton,"Aberdeen, South Dakota, US"
381,1.0,1,female,0,0,227.525,46.0,"New York, New York, US",Cherbourg,"New York, New York, US"
382,1.0,3,female,0,2,15.7417,1.0,"Zgharta, Lebanon",Cherbourg,"Waterbury, Connecticut, US"
383,0.0,3,male,0,0,7.925,32.0,"Pielavesi, Finland",Southampton,New York City
384,1.0,1,female,1,0,52.0,35.0,"New York, New York, US",Southampton,"New York, New York, US"
385,0.0,3,male,0,0,7.8958,27.0,"Unknown, Bulgaria",Southampton,"Tulsa, Oklahoma, US"
386,0.0,2,male,0,0,73.5,21.0,"Lyndhurst, Hampshire, England",Southampton,"Eden, Manitoba, Canada"
387,0.0,3,male,5,2,46.9,1.0,"Fulham, England",Southampton,"Niagara Falls, New York, US"
388,1.0,2,female,0,0,13.0,36.0,"Sittingbourne, Kent, England",Southampton,"San Francisco, US"
389,0.0,3,male,0,0,7.7292,20.0,"Mohill, Leitrim, Ireland",Queenstown,"Lakewood Township, New Jersey, US"
390,1.0,2,female,0,0,12.0,17.0,"Lotzwil, Switzerland",Cherbourg,"Central City, Iowa, US"
391,1.0,1,male,1,2,120.0,36.0,"Bryn Mawr, Pennsylvania, US",Southampton,"Bryn Mawr, Pennsylvania, US"
392,1.0,3,male,0,0,7.7958,21.0,"Örebro, Sweden",Southampton,"Swedeburg, Nebraska, US"
393,0.0,3,male,2,0,7.925,28.0,"Ruotsinpyhtää, Finland",Southampton,New York City
394,1.0,1,female,1,0,113.275,23.0,"Lexington, Massachusetts, US",Cherbourg,"Lexington, Massachusetts, US"
395,1.0,3,female,0,2,16.7,24.0,"Motala, Östergötland, Sweden",Southampton,"San Francisco, US"
396,0.0,3,male,0,0,7.7958,22.0,"Frostensmåla, Småland, Sweden",Southampton,"St. Paul, Minnesota, US"
397,0.0,3,female,0,0,7.8542,31.0,"Södra Brantevik, Sweden",Southampton,"St. Paul, Minnesota, US"
398,0.0,2,male,0,0,26.0,46.0,"Guernsey, Channel Islands",Southampton,"Rochester, New York, US"
399,0.0,2,male,0,0,10.5,23.0,"Hamilton, Ontario, Canada",Southampton,"Hamilton, Ontario, Canada"
400,1.0,2,female,0,0,12.65,26.0,"Columbus, Ohio, US",Southampton,"Columbus, Ohio, US"
401,1.0,3,male,0,0,7.925,39.0,"Kivijärvi, Finland",Southampton,"Boston, Massachusetts, US"
402,0.0,3,male,0,0,8.05,26.0,"Bournemouth, Dorset, England",Southampton,"La Porte City, Iowa, US"
403,0.0,3,female,1,0,9.825,21.0,"Paavola, Northern Ostrobothnia, Finland",Southampton,New York City
404,0.0,3,male,1,0,15.85,28.0,"Helsinki, Finland",Southampton,"Monessen, Pennsylvania, US"
405,0.0,3,female,0,0,8.6625,20.0,"Konjsko Brdo, Croatia",Southampton,"Chicago, Illinois, US"
406,0.0,2,male,1,0,21.0,33.0,"Harrowbarrow, Cornwall, England",Southampton,"Clear Creek, Colorado, US"
407,0.0,3,male,0,0,7.75,51.0,"Algutsrum, Kalmar, Sweden",Southampton,New York City
408,1.0,2,male,1,1,18.75,3.0,"Penzance, Cornwall, England",Southampton,"Akron, Ohio, US"
409,0.0,3,male,0,0,7.775,21.0,"Bremnes, Norway",Southampton,New York City
410,0.0,3,female,3,1,25.4667,3.0,"Liévin, Pas-de-Calais, France",Southampton,"Mystic, Iowa, US"
411,0.0,3,male,0,0,7.8958,42.0,"Unknown, Bulgaria",Southampton,"Chicago, Illinois, US"
412,0.0,3,male,0,0,6.8583,27.0,"Ballysadare, Sligo, Ireland",Queenstown,"Boston, Massachusetts, US"
413,1.0,1,female,1,0,90.0,33.0,"Fond du Lac, Wisconsin, US",Southampton,"Fond du Lac, Wisconsin, US"
414,0.0,2,male,0,0,0.0,21.0,"Belfast, Ireland",Belfast,New York City
415,1.0,3,male,0,0,7.925,44.0,"Munsala, Finland",Southampton,"Cheyenne, Wyoming, US"
416,0.0,3,female,0,0,8.05,31.0,"Penarth, Glamorgan, Wales",Southampton,New York City
417,1.0,2,female,1,1,32.5,34.0,"Greenport, New York, US",Southampton,"Greenport, New York, US"
418,1.0,2,female,0,2,13.0,17.0,"Tornio, Finland, Russian Empire[note 6]",Southampton,"Minneapolis, Minnesota, US"
419,0.0,2,male,0,0,13.0,30.0,"St Austell, Cornwall, England",Southampton,"La Salle, Illinois, US"
420,0.0,3,female,0,2,24.15,10.0,"Kerksken, Belgium",Southampton,"Detroit, Michigan, US"
421,0.0,3,male,0,0,7.8958,,"Unknown, Bulgaria",Cherbourg,"Butte, Montana, US"
422,0.0,3,male,0,0,7.7333,28.0,"Ballinalee, Longford, Ireland",Queenstown,New York City
423,0.0,3,male,0,0,7.875,29.0,"Todtmoos, Germany",Southampton,"Saskatoon, Saskatchewan, Canada"
424,0.0,3,female,1,1,14.4,28.0,"Göteborg, Västergötland, Sweden",Southampton,"Stanton, Iowa, US"
425,0.0,3,male,1,1,20.2125,18.0,"Suistamo, Finland",Southampton,"Astoria, Oregon, US"
426,0.0,3,male,0,0,7.25,54.0,"London, England",Southampton,"Quebec City, Quebec, Canada"
427,1.0,2,female,1,0,26.0,28.0,"Netley Abbey, Hampshire, England",Southampton,"San Francisco, California, US"
428,1.0,2,female,0,0,26.0,19.0,"Birmingham, Worcester, England",Southampton,"Los Angeles, US"
429,0.0,3,male,0,0,7.75,28.0,"Cuilkillew, Mayo, Ireland",Queenstown,New York City
430,1.0,3,male,0,0,8.05,32.0,"Warsaw, Poland",Southampton,"San Francisco, US"
431,1.0,1,male,0,0,26.55,28.0,"Stockholm, Sweden",Southampton,"Washington, DC, US"
432,1.0,3,female,1,0,16.1,32.0,"Maidstone, Kent, England",Southampton,"Clinton, New York, US"
433,1.0,2,female,1,0,26.0,42.0,"Weston-super-Mare, North Somerset, England",Southampton,New York City
434,0.0,3,male,0,0,7.125,17.0,"Kauhajoki, Finland",Southampton,"Sudbury, Ontario, Canada"
435,0.0,1,male,1,0,55.9,50.0,"Duluth, Minnesota, US",Cherbourg,"Duluth, Minnesota, US"
436,1.0,1,female,1,2,120.0,13.0,"Bryn Mawr, Pennsylvania, US",Southampton,"Bryn Mawr, Pennsylvania, US"
437,0.0,3,female,2,2,34.375,20.0,"Rotherfield, East Sussex, England",Southampton,"Essex County, New Jersey, US"
438,1.0,2,female,2,3,18.75,23.0,"Penzance, Cornwall, England",Southampton,"Akron, Ohio, US"
439,0.0,1,male,1,4,263.0,64.0,"Winnipeg, Manitoba, Canada",Southampton,"Winnipeg, Manitoba, Canada"
440,0.0,2,male,0,0,10.5,31.0,"Trollhättan, Västergötland, Sweden",Southampton,"Arlington, Virginia, US"
441,1.0,2,female,1,1,26.25,48.0,"Ilford, Essex, England",Southampton,"Winnipeg, Manitoba, Canada"
442,0.0,3,male,0,0,9.5,19.0,"Westrozebeke, Belgium",Southampton,"Detroit, Michigan, US"
443,0.0,3,male,1,0,7.775,25.0,"Västermo, Södermanland, Sweden",Southampton,"Chicago, Illinois, US"
444,1.0,2,female,0,0,13.0,28.0,"Marbella, Spain",Southampton,New York City
445,1.0,3,male,0,0,8.1125,29.0,"Avaldsnes, Stavanger, Norway",Southampton,New York City
446,1.0,1,male,0,2,81.8583,4.0,"San Francisco, California, US",Southampton,"San Francisco, California, US"
447,1.0,2,female,0,1,19.5,13.0,"Wimbledon, London, England",Southampton,"Bennington, Vermont, US"
448,1.0,1,male,0,0,26.55,34.0,"New York, New York, US",Southampton,"New York, New York, US"
449,1.0,3,female,2,1,19.2583,5.0,"Ḑuhūr ash Shuwayr, Lebanon",Cherbourg,"Brooklyn, New York, US"
450,1.0,1,male,0,0,30.5,52.0,"Toronto, Ontario, Canada",Southampton,"Toronto, Ontario, Canada"
451,0.0,2,male,1,2,27.75,36.0,"Bournemouth, Dorset, England",Southampton,"Gainesville, Florida, US"
452,0.0,3,male,1,0,19.9667,28.0,"Skaare, Haugesund, Norway",Southampton,"Belmar, New Jersey, US"
453,0.0,1,male,0,0,27.75,30.0,"New York, New York, US",Southampton,"New York, New York, US"
454,1.0,1,male,1,0,89.1042,47.0,"Paris, France",Cherbourg,"New York, New York, US"
455,0.0,3,male,0,0,8.05,24.0,"London, England",Southampton,New York City
456,1.0,3,male,0,0,7.8958,29.0,"Topolovac, Croatia",Cherbourg,"Galesburg, Illinois, US"
457,0.0,1,male,0,0,26.55,65.0,"East Bridgewater, Massachusetts, US",Cherbourg,"East Bridgewater, Massachusetts, US"
458,1.0,1,female,1,0,51.8625,31.0,"Pittsburgh, Pennsylvania, US",Southampton,"Pittsburgh, Pennsylvania, US"
459,1.0,2,female,0,0,10.5,48.0,"Indianapolis, Indiana, US",Southampton,"Indianapolis, Indiana, US"
460,0.0,3,male,0,0,7.75,16.0,"Boherbue, Cork, Ireland",Queenstown,New York City
461,1.0,1,male,0,0,26.55,47.0,"New York, New York, US",Southampton,"New York, New York, US"
462,0.0,3,male,0,0,8.05,34.0,"Petworth, West Sussex, England",Southampton,New York City
463,0.0,1,male,0,0,38.5,47.0,"St Annes-on-Sea, Lancashire, England, UK",Southampton,"Mexico City, Mexico"
464,0.0,2,male,0,0,13.0,48.0,"Odense, Denmark",Southampton,"Oregon, Wisconsin, US"
465,0.0,3,male,0,0,8.05,34.0,"London, England",Southampton,New York City
466,0.0,3,male,0,0,7.05,37.0,"Calheta, Madeira, Portugal",Southampton,New York City
467,0.0,2,male,0,0,0.0,21.0,"Belfast, Ireland",Belfast,New York City
468,0.0,1,male,0,0,26.55,56.0,"Kildale, North Yorkshire, England, UK",Southampton,"New York, New York, US"
469,0.0,3,male,0,0,7.725,22.0,"Rathkeale, Limerick, Ireland",Queenstown,New York City
470,1.0,3,female,2,1,19.2583,0.75,"Ḑuhūr ash Shuwayr, Lebanon",Cherbourg,"Brooklyn, New York, US"
471,0.0,3,male,0,0,7.25,39.0,"Rahway, New Jersey, US",Southampton,"Rahway, New Jersey, US"
472,0.0,3,male,0,0,8.6625,38.0,"Široka Kula, Croatia",Southampton,"Chicago, Illinois, US"
473,1.0,2,female,1,2,27.75,33.0,"Bournemouth, Dorset, England",Southampton,"Gainesville, Florida, US"
474,1.0,2,female,0,0,13.7917,23.0,New York City,Southampton,New York City
475,0.0,3,female,0,0,9.8375,22.0,"Turku, Finland",Southampton,New York City
476,0.0,1,male,0,0,52.0,40.0,"Stoughton, Massachusetts, US",Southampton,"Stoughton, Massachusetts"
477,0.0,2,male,1,0,21.0,33.0,"Elizabeth, New Jersey, US",Southampton,"Elizabeth, New Jersey, US"
478,0.0,3,male,1,0,7.0458,29.0,"Bridgerule, Devon, England",Southampton,"Qu'Appelle Valley, Saskatchewan, Canada"
479,0.0,3,male,0,0,7.5208,22.0,"Örebro, Sweden",Southampton,"Palmer, Massachusetts, US"
480,1.0,3,female,0,1,12.2875,2.0,"Taalintehdas, Finland",Southampton,"Monessen, Pennsylvania, US"
481,0.0,3,male,5,2,46.9,10.0,"Fulham, England",Southampton,"Niagara Falls, New York, US"
482,0.0,2,male,0,0,0.0,37.0,"Belfast, Northern Ireland, UK",Belfast,New York City
483,0.0,3,male,0,0,8.05,50.0,"Sittingbourne, Kent, England",Southampton,"Cleveland, Ohio, US"
484,1.0,3,female,0,0,9.5875,63.0,"Jalasjärvi, Southern Ostrobothnia, Finland",Southampton,"Hibbing, Minnesota, US"
485,1.0,1,male,1,0,91.0792,25.0,"Dowagiac, Michigan, US",Cherbourg,"Dowagiac, Michigan, US"
486,0.0,3,female,3,1,25.4667,8.0,"Liévin, Pas-de-Calais, France",Southampton,"Mystic, Iowa, US"
487,1.0,1,female,1,0,90.0,31.0,"New York, New York, US",Southampton,"Stamford, Connecticut, US"
488,0.0,1,male,0,0,29.7,58.0,"Buffalo, New York, US",Cherbourg,"Buffalo, New York, US"
489,0.0,3,male,0,0,8.05,30.0,"Greatfield, Cheltenham, England",Southampton,"Canastota, New York, US"
490,1.0,3,male,1,1,15.9,3.0,"London, England",Southampton,"Brooklyn, New York, US"
491,0.0,3,male,1,0,19.9667,19.0,"Skaare, Haugesund, Norway",Southampton,"Belmar, New Jersey, US"
492,0.0,3,male,0,0,7.25,21.0,"Cape Town, South Africa",Southampton,New York City
493,0.0,1,male,0,0,30.5,55.0,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada"
494,0.0,1,male,0,0,49.5042,71.0,"Buenos Aires, Argentina",Cherbourg,"New York, New York, US"
495,0.0,3,male,0,0,8.05,21.0,"Swanage, England",Southampton,"Cleveland, Ohio, US"
496,0.0,3,male,0,0,14.4583,26.0,"Hardîne, Lebanon",Cherbourg,"Youngstown, Ohio, US"
497,1.0,1,female,1,0,78.2667,54.0,"Brookline, Massachusetts, US",Cherbourg,"Brookline, Massachusetts, US"
498,0.0,3,male,0,0,15.1,55.0,"Bristol, Avon, England",Southampton,"Troy, New York, US"
499,0.0,1,female,1,2,151.55,25.0,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada"
500,0.0,3,male,0,0,7.7958,24.0,"Björkeberga, Skåne, Sweden",Southampton,New York City
501,0.0,3,male,0,0,8.6625,17.0,"Brezik, Croatia",Southampton,"Sault Ste. Marie, Michigan, US"
502,0.0,3,female,0,0,7.75,22.0,"Tonacrick, Clare, Ireland",Queenstown,"Philadelphia, Pennsylvania, US"
503,0.0,3,female,0,0,7.6292,21.0,"Glenduff, Kerry, Ireland",Queenstown,New York City
504,0.0,3,female,0,0,9.5875,37.0,"Helsinki, Finland",Southampton,New York City
505,1.0,1,female,0,0,86.5,20.0,"Vancouver, British Columbia, Canada",Southampton,"Vancouver, British Columbia, Canada"
506,0.0,1,male,1,0,108.9,24.0,"Madrid, Spain",Cherbourg,"New York, New York, US"
507,1.0,2,female,0,2,26.0,33.0,"Plymouth, Devon, England",Southampton,"Detroit, Michigan, US"
508,1.0,1,male,0,0,26.55,37.0,"Los Angeles, California, US",Southampton,"Los Angeles, California, US"
509,0.0,3,male,0,0,22.525,28.0,"Bergen, Norway",Southampton,New York City
510,1.0,3,male,0,0,56.4958,26.0,"Hong Kong, China",Southampton,New York City
511,1.0,3,male,0,0,7.75,29.0,"Athlone, Westmeath, Ireland",Queenstown,New York City
