PassengerId,Survived,Passenger Class,Sex,Siblings,Parent/Child,Fare,Age,Hometown,Boarded,Destination
654,1.0,3,female,0,0,7.8292,16.0,"Kingwilliamstown, Cork, Ireland",Queenstown,New York City
661,1.0,1,male,2,0,133.65,49.0,"London, England, UK",Southampton,"New York, New York, US"
665,1.0,3,male,1,0,7.925,20.0,"Taalintehdas, Finland",Southampton,"Monessen, Pennsylvania, US"
670,1.0,1,female,1,0,52.0,48.0,"London, England, UK",Southampton,"East Orange, New Jersey, US"
671,1.0,2,female,1,1,39.0,40.0,"Cape Town, South Africa, UK",Southampton,"Seattle, Washington, US"
674,1.0,2,male,0,0,13.0,32.0,"London, England",Southampton,New York City
678,1.0,3,female,0,0,9.8417,18.0,"Oulainen, Oulu, Finland",Southampton,"Ashtabula, Ohio, US"
680,1.0,1,male,0,1,512.3292,36.0,"Germantown, Pennsylvania, US",Cherbourg,"Germantown, Pennsylvania, US"
682,1.0,1,male,0,0,76.7292,27.0,"Cairo, Egypt",Cherbourg,"New York, New York, US"
690,1.0,1,female,0,1,211.3375,16.0,"St Louis, Missouri, US",Southampton,"St Louis, Missouri, US"
691,1.0,1,male,1,0,57.0,31.0,"Calgary, Alberta, Canada",Southampton,"Calgary, Alberta, Canada"
692,1.0,3,female,0,1,13.4167,4.0,"Milje, Slovenia",Southampton,"Galesburg, Illinois, US"
693,1.0,3,male,0,0,56.4958,37.0,"Hong Kong, China",Southampton,New York City
698,1.0,3,female,0,0,7.7333,19.0,"Esker, Longford, Ireland",Queenstown,New York City
701,1.0,1,female,1,0,227.525,18.0,"New York, New York, US",Cherbourg,"New York, New York, US"
702,1.0,1,male,0,0,26.2875,35.0,"St Louis, Missouri, US",Southampton,"St Louis, Missouri, US"
707,1.0,2,female,0,0,13.5,45.0,"London, England",Southampton,New York City
708,1.0,1,male,0,0,26.2875,42.0,"New York, New York, US",Southampton,"New York, New York, US"
709,1.0,1,female,0,0,151.55,22.0,"London, England, UK",Southampton,"Montreal, Quebec, Canada"
710,1.0,3,male,1,1,15.2458,4.0,"Hardîne, Lebanon",Cherbourg,"Houtzdale, Pennsylvania, US"
711,1.0,1,female,0,0,49.5042,24.0,"Brussels, Belgium",Cherbourg,"Montreal, Quebec, Canada"
713,1.0,1,male,1,0,52.0,48.0,"London, England, UK",Southampton,"East Orange, New Jersey, US"
717,1.0,1,female,0,0,227.525,39.0,"New York, New York, US",Cherbourg,"New York, New York, US"
718,1.0,2,female,0,0,10.5,27.0,"Bath, Somerset, England",Southampton,"Auburndale, Florida, US"
721,1.0,2,female,0,1,33.0,6.0,"London, England",Southampton,"Chicago, Illinois, US"
725,1.0,1,male,1,0,53.1,27.0,"New York, New York, US",Southampton,"New York, New York, US"
727,1.0,2,female,3,0,21.0,30.0,"Elizabeth, New Jersey, US",Southampton,"Elizabeth, New Jersey, US"
728,1.0,3,female,0,0,7.7375,28.0,"Caltra, Galway, Ireland",Queenstown,New York City
731,1.0,1,female,0,0,211.3375,29.0,"St Louis, Missouri, US",Southampton,"St Louis, Missouri, US"
738,1.0,1,male,0,0,512.3292,35.0,"Germantown, Pennsylvania, US",Cherbourg,"Germantown, Pennsylvania, US"
741,1.0,1,male,0,0,30.0,45.0,"Kingston, Surrey, England, UK",Southampton,"New York, New York, US"
743,1.0,1,female,2,2,262.375,21.0,"Cooperstown, New York, US",Cherbourg,"Cooperstown, New York, US"
745,1.0,3,male,0,0,7.925,31.0,"Muljula, Kitee, Finland",Southampton,"Duluth, Minnesota, US"
748,1.0,2,female,0,0,13.0,30.0,"Turku, Finland, Russian Empire[note 6]",Southampton,"Brighton, Boston, Massachusetts, US"
751,1.0,2,female,1,1,23.0,4.0,"Heamoor, Cornwall, England",Southampton,"Akron, Ohio, US"
752,1.0,3,male,0,1,12.475,7.0,"Unknown, Russia",Southampton,"Chicago, Illinois, US"
755,1.0,2,female,1,2,65.0,48.0,"Yeovil, Somerset, England",Southampton,"Bernardsville, New Jersey, US"
756,1.0,2,male,1,1,14.5,1.0,"Detroit, Michigan, US",Southampton,"Detroit, Michigan, US"
760,1.0,1,female,0,0,86.5,34.0,"Vancouver, British Columbia, Canada",Southampton,"Vancouver, British Columbia, Canada"
763,1.0,3,male,0,0,7.2292,27.0,"Hardîne, Lebanon",Cherbourg,"Wilkes-Barre, Pennsylvania, US"
764,1.0,1,female,1,2,120.0,36.0,"Bryn Mawr, Pennsylvania, US",Southampton,"Bryn Mawr, Pennsylvania, US"
766,1.0,1,female,1,0,77.9583,51.0,"Hudson, New York, US",Cherbourg,"Hudson, New York, US"
775,1.0,2,female,1,3,23.0,54.0,"Penzance, Cornwall, England",Southampton,"Akron, Ohio, US"
778,1.0,3,female,0,0,12.475,6.0,"New York City, New York, US",Southampton,New York City
780,1.0,1,female,0,1,211.3375,43.0,"St Louis, Missouri, US",Southampton,"St Louis, Missouri, US"
781,1.0,3,female,0,0,7.2292,15.0,"Beirut, Lebanon",Cherbourg,"Owen Sound, Ontario, Canada"
782,1.0,1,female,1,0,57.0,17.0,"Calgary, Alberta, Canada",Southampton,"Calgary, Alberta, Canada"
787,1.0,3,female,0,0,7.4958,18.0,"Munsala, Finland",Southampton,"Olympia, Washington, US"
789,1.0,3,male,1,2,20.575,1.0,"Bartley Farm, Hampshire, England",Southampton,"Wichita, Kansas, US"
797,1.0,1,female,0,0,25.9292,49.0,"New York, New York, US",Southampton,"New York, New York, US"
798,1.0,3,female,0,0,8.6833,31.0,"Vagovina, Croatia",Southampton,"Steelton, Pennsylvania, US"
802,1.0,2,female,1,1,26.25,31.0,"Bishopstoke, Hampshire, England",Southampton,"Payette, Idaho, US"
803,1.0,1,male,1,2,120.0,11.0,"Bryn Mawr, Pennsylvania, US",Southampton,"Bryn Mawr, Pennsylvania, US"
804,1.0,3,male,0,1,8.5167,0.42,"Hardîne, Lebanon",Cherbourg,"Wilkes Barre, Pennsylvania, US"
805,1.0,3,male,0,0,6.975,27.0,"St. Paul, Minnesota, US",Southampton,"St. Paul, Minnesota, US"
810,1.0,1,female,1,0,53.1,32.0,"New York, New York, US",Southampton,"New York, New York, US"
821,1.0,1,female,1,1,93.5,52.0,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada"
822,1.0,3,male,0,0,8.6625,29.0,"Konjsko Brdo, Croatia",Southampton,"Chicago, Illinois, US"
824,1.0,3,female,0,1,12.475,29.0,"Unknown, Russia",Southampton,"Chicago, Illinois, US"
828,1.0,2,male,0,2,37.0042,1.0,"Montreal, Quebec, Canada",Cherbourg,"Montreal, Quebec, Canada"
829,1.0,3,male,0,0,7.75,19.0,"Bayonne, New Jersey, US",Queenstown,"Guttenberg, New Jersey, US"
830,1.0,1,female,0,0,80.0,62.0,"New York, New York, US",Southampton,"New York, New York, US"
831,1.0,3,female,1,0,14.4542,15.0,"Unknown, Lebanon",Cherbourg,"Wilkes-Barre, Pennsylvania, US"
832,1.0,2,male,1,1,18.75,0.75,"Penzance, Cornwall, England",Southampton,"Akron, Ohio, US"
836,1.0,1,female,1,1,83.1583,39.0,"Lakewood, New Jersey, US",Cherbourg,"Lakewood, New Jersey, US"
839,1.0,3,male,0,0,56.4958,32.0,"Hong Kong, China",Southampton,New York City
840,1.0,1,male,0,0,29.7,28.0,"Paris, France",Cherbourg,"New York, New York, US"
843,1.0,1,female,0,0,31.0,30.0,"Bryn Mawr, Pennsylvania, US",Southampton,"Bryn Mawr, Pennsylvania, US"
850,1.0,1,female,1,0,89.1042,40.0,"Paris, France",Cherbourg,"New York, New York, US"
854,1.0,1,female,0,1,39.4,16.0,"Paris, France",Cherbourg,"Hanover, New Hampshire, US"
856,1.0,3,female,0,1,9.35,18.0,"London, England",Southampton,"Norfolk, Virginia, US"
857,1.0,1,female,1,1,164.8667,45.0,"Youngstown, Ohio, US",Southampton,"Youngstown, Ohio, US"
858,1.0,1,male,0,0,26.55,51.0,"Lima, Peru",Southampton,"Lima, Peru"
859,1.0,3,female,0,3,19.2583,24.0,"Ḑuhūr ash Shuwayr, Lebanon",Cherbourg,"Brooklyn, New York, US"
863,1.0,1,female,0,0,25.9292,46.0,"New York, New York, US",Southampton,"New York, New York, US"
866,1.0,2,female,0,0,13.0,42.0,New York City,Southampton,New York City
867,1.0,2,female,1,0,13.8583,27.0,"Barcelona, Catalonia, Spain",Cherbourg,"Havana, Cuba"
870,1.0,3,male,1,1,11.1333,4.0,"St. Charles, Illinois, US",Southampton,"St. Charles, Illinois, US"
872,1.0,1,female,1,1,52.5542,46.0,"New York, New York, US",Southampton,"New York, New York, US"
875,1.0,2,female,1,0,24.0,28.0,Russia,Cherbourg,"New York, New York, US"
876,1.0,3,female,0,0,7.225,15.0,"El Shweir, Lebanon",Cherbourg,"Brooklyn, New York, US"
880,1.0,1,female,0,1,83.1583,56.0,"Philadelphia, Pennsylvania, US",Cherbourg,"Philadelphia, Pennsylvania, US"
881,1.0,2,female,0,1,26.0,25.0,"Deer Lodge, Montana, US",Southampton,"Deer Lodge, Montana, US"
888,1.0,1,female,0,0,30.0,19.0,"Greenwich, Connecticut, US",Southampton,"Greenwich, Connecticut, US"
890,1.0,1,male,0,0,30.0,26.0,"New York, New York, US",Cherbourg,"New York, New York, US"
